Original;BreweryGroup;Lane;Origin;OriginWslr;OriginCity;OriginState;OriginType;Destination;DestinationWslr;DestinationCity;DestinationState;DestinationType;OW_Miles;TR_Loads;BH_Loads;tgt_ded_pcnt;bbls;ActDedicatedPayload;DedicatedLoads;Loads;FilledLoads;TotalLoadsToFill;DedicatedLoadsToFill
2003;WMS;VIRG_23205;VIRG;34500;COLONIAL HEIGHTS;VA;DC;23205;23205;SYLVA;NC;WB;388;2;0;0;13244;139;\N;95;2;93;\N
1963;WMS;VIRG_33237;VIRG;34500;COLONIAL HEIGHTS;VA;DC;33237;33237;HICKORY;NC;WB;271;6;0;6;13085;138;6;94;6;88;\N
1917;WMS;VIRG_03216;VIRG;34500;COLONIAL HEIGHTS;VA;DC;3216;3216;RALEIGH;NC;NE;127;0;0;0;12620;135;\N;93;\N;93;\N
1983;WMS;VIRG_03202;VIRG;34500;COLONIAL HEIGHTS;VA;DC;3202;3202;ASHEVILLE;NC;NE;347;0;0;0;11094;102;\N;108;\N;108;\N
1927;WMS;VIRG_43233;VIRG;34500;COLONIAL HEIGHTS;VA;DC;43233;43233;GREENVILLE;NC;WB;157;6;0;8;10318;154;5;67;6;61;\N
1959;WMS;VIRG_94568;VIRG;34500;COLONIAL HEIGHTS;VA;DC;94568;94568;PULASKI;VA;WB;249;18;0;24;10276;149;16;69;18;51;\N
1960;WMS;VIRG_03222;VIRG;34500;COLONIAL HEIGHTS;VA;DC;3222;3222;WILMINGTON;NC;NE;250;0;0;0;8525;115;\N;74;\N;74;\N
1945;WMS;VIRG_64757;VIRG;34500;COLONIAL HEIGHTS;VA;DC;64757;64757;MARTINSBURG;WV;WS;215;8;0;13;8179;141;8;58;8;50;\N
1980;WMS;VIRG_43975;VIRG;34500;COLONIAL HEIGHTS;VA;DC;43975;43975;ORANGEBURG;SC;WB;325;0;0;0;7057;135;\N;52;\N;52;\N
1962;WMS;VIRG_44723;VIRG;34500;COLONIAL HEIGHTS;VA;DC;44723;44723;ELKINS;WV;WS;269;0;0;0;5409;144;\N;38;\N;38;\N
1954;WMS;VIRG_64767;VIRG;34500;COLONIAL HEIGHTS;VA;DC;64767;64767;ROMNEY;WV;WS;233;14;0;42;4537;148;13;31;14;17;\N
1956;WMS;VIRG_03212;VIRG;34500;COLONIAL HEIGHTS;VA;DC;3212;3212;SALISBURY;NC;NE;242;1;0;0;2901;102;\N;28;1;27;\N
1973;WMS;VIRG_44787;VIRG;34500;COLONIAL HEIGHTS;VA;DC;44787;44787;KINGWOOD;WV;WS;306;0;0;0;2886;134;\N;22;\N;22;\N
1952;WMS;VIRG_03210;VIRG;34500;COLONIAL HEIGHTS;VA;DC;3210;3210;FAYETTEVILLE;NC;NE;231;0;0;0;2787;101;\N;27;\N;27;\N
1931;WMS;VIRG_04540;VIRG;34500;COLONIAL HEIGHTS;VA;DC;4540;4540;WINCHESTER;VA;NE;167;1;0;0;2699;102;\N;26;1;25;\N
1937;WMS;VIRG_04518;VIRG;34500;COLONIAL HEIGHTS;VA;DC;4518;4518;SALEM;VA;NE;191;1;0;0;2349;108;\N;22;1;21;\N
1975;WMS;VIRG_04718;VIRG;34500;COLONIAL HEIGHTS;VA;DC;4718;4718;BRIDGEPORT;WV;NE;307;0;0;0;1984;100;\N;20;\N;20;\N
1941;WMS;VIRG_21906;VIRG;34500;COLONIAL HEIGHTS;VA;DC;21906;21906;BALTIMORE;MD;NE;198;0;0;0;1548;125;\N;12;\N;12;\N
1974;WMS;VIRG_04536;VIRG;34500;COLONIAL HEIGHTS;VA;DC;4536;4536;ABINGDON;VA;NE;307;0;0;0;850;135;\N;6;\N;6;\N
1951;WMS;VIRG_03218;VIRG;34500;COLONIAL HEIGHTS;VA;DC;3218;3218;POLLOCKSVILLE;NC;NE;228;1;0;0;850;105;\N;8;1;7;\N
1906;WMS;VIRG_04512;VIRG;34500;COLONIAL HEIGHTS;VA;DC;4512;4512;NEWPORT NEWS;VA;NE;102;0;0;0;393;110;\N;4;\N;4;\N
1911;WMS;VIRG_04550;VIRG;34500;COLONIAL HEIGHTS;VA;DC;4550;4550;LYNCHBURG;VA;NE;117;0;0;0;305;135;\N;2;\N;2;\N
1926;WMS;VIRG_04506;VIRG;34500;COLONIAL HEIGHTS;VA;DC;4506;4506;DANVILLE;VA;NE;151;0;0;0;283;135;\N;2;\N;2;\N
1900;WMS;VIRG_04504;VIRG;34500;COLONIAL HEIGHTS;VA;DC;4504;4504;BLACKSTONE;VA;NE;90;0;0;0;199;130;\N;2;\N;2;\N
1990;WMS;VIRG_03912;VIRG;34500;COLONIAL HEIGHTS;VA;DC;3912;3912;FLORENCE;SC;NE;351;0;0;0;80;135;\N;1;\N;1;\N
1987;WMS;VIRG_34712;VIRG;34500;COLONIAL HEIGHTS;VA;DC;34712;34712;SOUTH CHARLESTON;WV;WB;347;0;0;0;57;135;\N;0;\N;0;\N
1972;WMS;VIRG_03260;VIRG;34500;COLONIAL HEIGHTS;VA;DC;3260;3260;SANFORD;NC;NE;306;0;0;0;52;135;\N;0;\N;0;\N
2006;WMS;VIRG_04722;VIRG;34500;COLONIAL HEIGHTS;VA;DC;4722;4722;CHARLESTON;WV;NE;393;0;0;0;50;135;\N;0;\N;0;\N
1984;WMS;VIRG_03920;VIRG;34500;COLONIAL HEIGHTS;VA;DC;3920;3920;COLUMBIA;SC;NE;347;1;0;0;39;135;\N;0;1;\N;\N
1933;WMS;VIRG_04556;VIRG;34500;COLONIAL HEIGHTS;VA;DC;4556;4556;SALEM;VA;NE;175;0;0;0;20;103;\N;0;\N;0;\N
1965;WMS;VIRG_03240;VIRG;34500;COLONIAL HEIGHTS;VA;DC;3240;3240;WILMINGTON;NC;NE;285;0;0;0;16;113;\N;0;\N;0;\N
2000;WMS;VIRG_54792;VIRG;34500;COLONIAL HEIGHTS;VA;DC;54792;54792;WHEELING;WV;WS;384;0;0;0;15;130;\N;0;\N;0;\N
1946;WMS;VIRG_73297;VIRG;34500;COLONIAL HEIGHTS;VA;DC;73297;73297;LUMBERTON;NC;IA;219;1;0;100;3;139;0;0;1;\N;\N
1922;WMS;VIRG_04542;VIRG;34500;COLONIAL HEIGHTS;VA;DC;4542;4542;SOUTH BOSTON;VA;NE;144;0;0;0;1;135;\N;0;\N;0;\N
1949;WMS;VIRG_03228;VIRG;34500;COLONIAL HEIGHTS;VA;DC;3228;3228;SALISBURY;NC;NE;226;0;0;0;0;135;\N;0;\N;0;\N
2088;WMS;WMS_NWK;WMS;14500;WILLIAMSBURG;VA;BRWY;NWK;92900;NEWARK;NJ;BR;366;93;0;0;119359;142;\N;838;93;745;\N
2098;WMS;WMS_43100;WMS;14500;WILLIAMSBURG;VA;BRWY;43100;43100;BRONX;NY;BB;386;0;0;0;106675;125;\N;852;\N;852;\N
2069;WMS;WMS_43925;WMS;14500;WILLIAMSBURG;VA;BRWY;43925;43925;FLORENCE;SC;WB;317;70;19;11;102437;151;74;677;89;588;\N
2100;WMS;WMS_33916;WMS;14500;WILLIAMSBURG;VA;BRWY;33916;33916;COLUMBIA;SC;WS;393;53;0;0;84085;153;\N;550;53;497;\N
2082;WMS;WMS_74505;WMS;14500;WILLIAMSBURG;VA;BRWY;74505;74505;BRISTOL;VA;WS;351;30;12;0;68054;159;\N;429;42;387;\N
2083;WMS;WMS_43926;WMS;14500;WILLIAMSBURG;VA;BRWY;43926;43926;MYRTLE BEACH;SC;WS;352;42;0;0;66593;155;\N;431;42;389;\N
2081;WMS;WMS_33917;WMS;14500;WILLIAMSBURG;VA;BRWY;33917;33917;ROCK HILL;SC;WS;341;56;2;14;61619;159;56;388;58;330;\N
2092;WMS;WMS_32960;WMS;14500;WILLIAMSBURG;VA;BRWY;32960;32960;CARLSTADT;NJ;WS;374;0;0;0;60608;128;\N;472;\N;472;\N
2103;WMS;WMS_23201;WMS;14500;WILLIAMSBURG;VA;BRWY;23201;23201;FLETCHER;NC;WS;399;0;0;0;52787;156;\N;339;\N;339;\N
2095;WMS;WMS_43122;WMS;14500;WILLIAMSBURG;VA;BRWY;43122;43122;SECAUCUS;NJ;WS;377;0;0;0;48656;126;\N;386;\N;386;\N
2072;WMS;WMS_22986;WMS;14500;WILLIAMSBURG;VA;BRWY;22986;22986;ROBBINSVILLE;NJ;WS;322;0;0;0;48242;133;\N;364;\N;364;\N
2091;WMS;WMS_33768;WMS;14500;WILLIAMSBURG;VA;BRWY;33768;33768;PITTSBURGH;PA;WS;369;0;0;0;47041;155;\N;304;\N;304;\N
2099;WMS;WMS_53978;WMS;14500;WILLIAMSBURG;VA;BRWY;53978;53978;SPARTANBURG;SC;WS;386;47;0;0;37672;159;\N;237;47;190;\N
2077;WMS;WMS_42942;WMS;14500;WILLIAMSBURG;VA;BRWY;42942;42942;MONMOUTH JUNCTION;NJ;WS;333;0;0;0;33922;126;\N;270;\N;270;\N
2054;WMS;WMS_13733;WMS;14500;WILLIAMSBURG;VA;BRWY;13733;13733;HARRISBURG;PA;WS;264;0;0;0;26362;153;\N;172;\N;172;\N
2094;WMS;WMS_74142;WMS;14500;WILLIAMSBURG;VA;BRWY;74142;74142;JOHNSON CITY;TN;WS;376;1;0;0;25911;148;\N;176;1;175;\N
2093;WMS;WMS_53736;WMS;14500;WILLIAMSBURG;VA;BRWY;53736;53736;PITTSTON;PA;WS;375;0;0;0;17905;158;\N;114;\N;114;\N
2084;WMS;WMS_34712;WMS;14500;WILLIAMSBURG;VA;BRWY;34712;34712;SOUTH CHARLESTON;WV;WB;356;0;0;0;14234;156;\N;91;\N;91;\N
2066;WMS;WMS_33742;WMS;14500;WILLIAMSBURG;VA;BRWY;33742;33742;JOHNSTOWN;PA;WS;309;0;0;0;11927;149;\N;80;\N;80;\N
2089;WMS;WMS_42917;WMS;14500;WILLIAMSBURG;VA;BRWY;42917;42917;RANDOLPH;NJ;WS;367;0;0;0;9719;123;\N;79;\N;79;\N
2085;WMS;WMS_43975;WMS;14500;WILLIAMSBURG;VA;BRWY;43975;43975;ORANGEBURG;SC;WB;359;24;0;0;7999;153;\N;52;24;28;\N
2090;WMS;WMS_33710;WMS;14500;WILLIAMSBURG;VA;BRWY;33710;33710;CANONSBURG;PA;WS;368;0;0;0;6995;153;\N;46;\N;46;\N
2061;WMS;WMS_34729;WMS;14500;WILLIAMSBURG;VA;BRWY;34729;34729;BEAVER;WV;WS;297;0;0;0;4244;156;\N;27;\N;27;\N
2097;WMS;WMS_34765;WMS;14500;WILLIAMSBURG;VA;BRWY;34765;34765;PARKERSBURG;WV;WB;383;0;0;0;4076;163;\N;25;\N;25;\N
2104;WMS;WMS_34734;WMS;14500;WILLIAMSBURG;VA;BRWY;34734;34734;HUNTINGTON;WV;WS;399;0;0;0;3506;152;\N;23;\N;23;\N
2053;WMS;WMS_44723;WMS;14500;WILLIAMSBURG;VA;BRWY;44723;44723;ELKINS;WV;WS;261;0;0;0;2233;156;\N;14;\N;14;\N
2063;WMS;WMS_93703;WMS;14500;WILLIAMSBURG;VA;BRWY;93703;93703;ALTOONA;PA;WS;299;0;0;0;2215;156;\N;14;\N;14;\N
2068;WMS;WMS_44716;WMS;14500;WILLIAMSBURG;VA;BRWY;44716;44716;CLARKSBURG;WV;WS;316;0;0;0;2100;151;\N;14;\N;14;\N
2076;WMS;WMS_44756;WMS;14500;WILLIAMSBURG;VA;BRWY;44756;44756;MORGANTOWN;WV;WS;330;0;0;0;1613;153;\N;11;\N;11;\N
2073;WMS;WMS_43782;WMS;14500;WILLIAMSBURG;VA;BRWY;43782;43782;MONTANDON;PA;WS;322;0;0;0;1310;160;\N;8;\N;8;\N
2070;WMS;WMS_44725;WMS;14500;WILLIAMSBURG;VA;BRWY;44725;44725;FAIRMONT;WV;WS;319;0;0;0;1150;150;\N;8;\N;8;\N
2078;WMS;WMS_93752;WMS;14500;WILLIAMSBURG;VA;BRWY;93752;93752;STATE COLLEGE;PA;WS;333;0;0;0;921;156;\N;6;\N;6;\N
2065;WMS;WMS_13755;WMS;14500;WILLIAMSBURG;VA;BRWY;13755;13755;LEWISTOWN;PA;WS;309;0;0;0;844;146;\N;6;\N;6;\N
2101;WMS;WMS_54792;WMS;14500;WILLIAMSBURG;VA;BRWY;54792;54792;WHEELING;WV;WS;394;0;0;0;608;163;\N;4;\N;4;\N
2086;WMS;WMS_43720;WMS;14500;WILLIAMSBURG;VA;BRWY;43720;43720;TANNERSVILLE;PA;WS;362;0;0;0;174;156;\N;1;\N;1;\N
2075;WMS;WMS_44787;WMS;14500;WILLIAMSBURG;VA;BRWY;44787;44787;KINGWOOD;WV;WS;326;0;0;0;146;147;\N;1;\N;1;\N
2096;WMS;WMS_54761;WMS;14500;WILLIAMSBURG;VA;BRWY;54761;54761;NEW MARTINSVILLE;WV;WS;377;0;0;0;90;158;\N;1;\N;1;\N
