Srce|Shipnum|Shpd_Dt|Origin|Destination|Cdty_Cd|Ori_city|Ori_St|Origin_Zip|Dest_city|Dest_St|Dest_Zip|TM_Miles
TMS|25634928|44040|HTN|81774|DRY|HOUSTON|TX|77029|SHREVEPORT|LA|71106|236
TMS|25639289|44040|HTN|64221|DRY|HOUSTON|TX|77029|DALLAS|TX|75235|242
TMS|25652110|44040|HTN|51733|DRY|HOUSTON|TX|77029|LAKE CHARLES|LA|70615|144
TMS|25656035|44040|HTN|94240|DRY|HOUSTON|TX|77029|HOUSTON|TX|77007|7
TMS|25656083|44040|HTN|64221|DRY|HOUSTON|TX|77029|DALLAS|TX|75235|242
TMS|25656091|44040|HTN|64225|DRY|HOUSTON|TX|77029|FORT WORTH|TX|76140|261
TMS|25658775|44040|HTN|44276|DRY|HOUSTON|TX|77029|SAN ANTONIO|TX|78237|198
TMS|25660432|44040|HTN|94213|DRY|HOUSTON|TX|77029|MONT BELVIEU|TX|77523|32
TMS|25663864|44040|HTN|64221|DRY|HOUSTON|TX|77029|DALLAS|TX|75235|242
TMS|25663865|44040|HTN|64221|DRY|HOUSTON|TX|77029|DALLAS|TX|75235|242
TMS|25663866|44040|HTN|64221|DRY|HOUSTON|TX|77029|DALLAS|TX|75235|242
TMS|25663869|44040|HTN|64221|DRY|HOUSTON|TX|77029|DALLAS|TX|75235|242
TMS|25663897|44040|HTN|64230|DRY|HOUSTON|TX|77029|COMMERCE|TX|75428|274
TMS|25663906|44040|HTN|64225|DRY|HOUSTON|TX|77029|FORT WORTH|TX|76140|261
TMS|25663961|44040|HTN|51733|DRY|HOUSTON|TX|77029|LAKE CHARLES|LA|70615|144
TMS|25663963|44040|HTN|51733|DRY|HOUSTON|TX|77029|LAKE CHARLES|LA|70615|144
TMS|25663975|44040|HTN|51733|DRY|HOUSTON|TX|77029|LAKE CHARLES|LA|70615|144
TMS|25663976|44040|HTN|51733|DRY|HOUSTON|TX|77029|LAKE CHARLES|LA|70615|144
TMS|25664013|44040|HTN|64230|DRY|HOUSTON|TX|77029|COMMERCE|TX|75428|274
TMS|25664015|44040|HTN|54215|DRYDRAUGHT|HOUSTON|TX|77029|CORPUS CHRISTI|TX|78406|207
TMS|25664031|44040|HTN|64225|DRY|HOUSTON|TX|77029|FORT WORTH|TX|76140|261
