Vehicle,ShipmentId,Backhaul Origin,Backhaul Destination,,MatchId,ShipperName,ShipperContact,Match Origin,Match Destination,Inc. miles,Inc. Minutes,Benefit,,,Inc Miles,Inc Minutes,Benefit
veh-25675920,,,,,,,,,,,,,,,,,
veh-25675920,,,,,,,,,,,,,,,,,
veh-25675920,,,,,,,,,,,,,,,,,
veh-25675920,,,,,,,,,,,,,,,,,
veh-25675920,,,,,,,,,,,,,,,,,
veh-25675922,,,,,,,,,,,,,,,,,
veh-25675922,,,,,,,,,,,,,,,,,
veh-25675922,,,,,,,,,,,,,,,,,
veh-25675922,,,,,,,,,,,,,,,,,
veh-25675922,,,,,,,,,,,,,,,,,
veh-25675926,,,,,,,,,,,,,,,,,
veh-25675926,,,,,,,,,,,,,,,,,
veh-25675926,,,,,,,,,,,,,,,,,
veh-25675926,,,,,,,,,,,,,,,,,
veh-25675926,,,,,,,,,,,,,,,,,
veh-25675927,,,,,,,,,,,,,,,,,
veh-25675927,,,,,,,,,,,,,,,,,
veh-25675927,,,,,,,,,,,,,,,,,
veh-25675927,,,,,,,,,,,,,,,,,
veh-25675927,,,,,,,,,,,,,,,,,
veh-25675928,,,,,,,,,,,,,,,,,
veh-25675928,,,,,,,,,,,,,,,,,
veh-25675928,,,,,,,,,,,,,,,,,
veh-25675928,,,,,,,,,,,,,,,,,
veh-25675928,,,,,,,,,,,,,,,,,
veh-25675934,,,,,,,,,,,,,,,,,
veh-25675934,,,,,,,,,,,,,,,,,
veh-25675934,,,,,,,,,,,,,,,,,
veh-25675934,,,,,,,,,,,,,,,,,
veh-25675934,,,,,,,,,,,,,,,,,
veh-25675935,,,,,,,,,,,,,,,,,
veh-25675935,,,,,,,,,,,,,,,,,
veh-25675935,,,,,,,,,,,,,,,,,
veh-25675935,,,,,,,,,,,,,,,,,
veh-25675935,,,,,,,,,,,,,,,,,
veh-25675936,,,,,,,,,,,,,,,,,
veh-25675936,,,,,,,,,,,,,,,,,
veh-25675936,,,,,,,,,,,,,,,,,
veh-25675936,,,,,,,,,,,,,,,,,
veh-25675936,,,,,,,,,,,,,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
0,0,",",",",,-,0,0,",",",",0,0,0,,,,,
