Srce|Shipnum|Shpd_Dt|Origin|Destination|Cdty_Cd|Ori_city|Ori_St|Origin_Zip|Dest_city|Dest_St|Dest_Zip|TM_Miles
TMS|25674142|44041|HTN|34206|DRY|HOUSTON|TX|77029|AUSTIN|TX|78724|163
TMS|25674143|44041|HTN|34206|DRY|HOUSTON|TX|77029|AUSTIN|TX|78724|163
TMS|25674147|44041|HTN|34206|DRY|HOUSTON|TX|77029|AUSTIN|TX|78724|163
TMS|25674156|44041|HTN|64221|DRY|HOUSTON|TX|77029|DALLAS|TX|75235|242
TMS|25675841|44041|HTN|94216|DRY|HOUSTON|TX|77029|CONROE|TX|77301|41
TMS|25675842|44041|HTN|94262|DRY|HOUSTON|TX|77029|HOUSTON (CYPRESS)|TX|77041|19
TMS|25675851|44041|HTN|64221|DRY|HOUSTON|TX|77029|DALLAS|TX|75235|242
TMS|25675852|44041|HTN|TXLP|DRY|HOUSTON|TX|77029|LAPORTE|TX|77571|23
TMS|25675853|44041|HTN|54215|DRY|HOUSTON|TX|77029|CORPUS CHRISTI|TX|78406|207
TMS|25675854|44041|HTN|84245|DRY|HOUSTON|TX|77029|LONGVIEW|TX|75601|207
TMS|25675855|44041|HTN|64221|DRY|HOUSTON|TX|77029|DALLAS|TX|75235|242
TMS|25675856|44041|HTN|64221|DRY|HOUSTON|TX|77029|DALLAS|TX|75235|242
TMS|25675857|44041|HTN|64210|DRYDRAUGHT|HOUSTON|TX|77029|BRYAN|TX|77803|101
TMS|25675860|44041|HTN|94231|DRY|HOUSTON|TX|77029|TEXAS CITY|TX|77591|43
TMS|25675862|44041|HTN|31712|DRY|HOUSTON|TX|77029|BATON ROUGE|LA|70809|268
TMS|25675863|44041|HTN|64221|DRY|HOUSTON|TX|77029|DALLAS|TX|75235|242
TMS|25675865|44041|HTN|64287|DRYDRAUGHT|HOUSTON|TX|77029|TEMPLE|TX|76501|195
TMS|25675868|44041|HTN|64225|DRYDRAUGHT|HOUSTON|TX|77029|FORT WORTH|TX|76140|261
TMS|25675870|44041|HTN|94240|DRY|HOUSTON|TX|77029|HOUSTON|TX|77007|7
TMS|25675872|44041|HTN|64225|DRY|HOUSTON|TX|77029|FORT WORTH|TX|76140|261
TMS|25675879|44041|HTN|41732|DRY|HOUSTON|TX|77029|LAFAYETTE|LA|70501|218
TMS|25675880|44041|HTN|41732|DRY|HOUSTON|TX|77029|LAFAYETTE|LA|70501|218
TMS|25675884|44041|HTN|44276|DRY|HOUSTON|TX|77029|SAN ANTONIO|TX|78237|198
TMS|25675891|44041|HTN|21703|DRY|HOUSTON|TX|77029|ALEXANDRIA|LA|71302|234
TMS|25675898|44041|HTN|81774|DRY|HOUSTON|TX|77029|SHREVEPORT|LA|71106|236
TMS|25675916|44041|HTN|94218|DRY|HOUSTON|TX|77029|PASADENA|TX|77503|10
TMS|25675920|44041|HTN|64210|DRY|HOUSTON|TX|77029|BRYAN|TX|77803|101
TMS|25675922|44041|HTN|94262|DRY|HOUSTON|TX|77029|HOUSTON (CYPRESS)|TX|77041|19
TMS|25675926|44041|HTN|94218|DRY|HOUSTON|TX|77029|PASADENA|TX|77503|10
TMS|25675927|44041|HTN|64221|DRY|HOUSTON|TX|77029|DALLAS|TX|75235|242
TMS|25675928|44041|HTN|64221|DRY|HOUSTON|TX|77029|DALLAS|TX|75235|242
TMS|25675934|44041|HTN|34206|DRY|HOUSTON|TX|77029|AUSTIN|TX|78724|163
TMS|25675935|44041|HTN|34206|DRYDRAUGHT|HOUSTON|TX|77029|AUSTIN|TX|78724|163
TMS|25675936|44041|HTN|44266|DRY|HOUSTON|TX|77029|NEW BRAUNFELS|TX|78130|176
Srce||||||||||||
